Gene_ID,Public_Name,Class,Targets,
WBGene00010179,F57A8.4,unk,WBGene00010179,
WBGene00010180,nhr-192,unk,WBGene00010180,
WBGene00010181,F57A8.6,ALG,WBGene00010181,
WBGene00010182,F57A8.7,unk,WBGene00010182,
WBGene00010183,fipr-13,unk,WBGene00010183,
WBGene00010184,F57A10.2,WAGO,WBGene00010184,
WBGene00010185,F57A10.4,unk,WBGene00010185,
WBGene00010186,nhr-283,unk,WBGene00010186,
WBGene00010187,F57B1.1,unk,WBGene00010187,
WBGene00010188,F57B1.5,unk,WBGene00010188,
WBGene00010189,F57B1.6,unk,WBGene00010189,
WBGene00010191,dmsr-1,unk,WBGene00010191,
WBGene00010192,F57B7.2,unk,WBGene00010192,
WBGene00010193,btb-20,CSR,WBGene00010193,
WBGene00010194,btb-19,CSR,WBGene00010194,
WBGene00010195,pot-2,CSR,WBGene00010195,
WBGene00010196,F57C2.4,unk,WBGene00010196,
WBGene00010197,F57C2.5,WAGO,WBGene00010197,
WBGene00010198,spat-1,CSR,WBGene00010198,
WBGene00010199,bet-2,CSR,WBGene00010199,
WBGene00010200,F57C7.4,unk,WBGene00010200,
WBGene00010202,F57E7.1,unk,WBGene00010202,
WBGene00010203,F57E7.2,unk,WBGene00010203,
WBGene00010204,cpr-9,WAGO,WBGene00010204,
WBGene00010205,F57F5.3,unk,WBGene00010205,
WBGene00010206,F57G4.1,unk,WBGene00010206,
WBGene00010207,F57G4.2,WAGO,WBGene00010207,
WBGene00010208,F57G4.3,WAGO,WBGene00010208,
WBGene00010209,fbxa-191,WAGO,WBGene00010209,
WBGene00010210,F57G4.5,WAGO,WBGene00010210,
WBGene00010211,F57G4.6,WAGO,WBGene00010211,
WBGene00010212,fbxa-192,WAGO,WBGene00010212,
WBGene00010213,F57G4.9,WAGO,WBGene00010213,
WBGene00010214,slc-9B.2,unk,WBGene00010214,
WBGene00010215,nhr-193,unk,WBGene00010215,
WBGene00010216,F57G8.7,unk,WBGene00010216,
WBGene00010217,sre-31,unk,WBGene00010217,
WBGene00010218,sre-30,unk,WBGene00010218,
WBGene00010219,F57G9.3,unk,WBGene00010219,
WBGene00010220,sre-29,unk,WBGene00010220,
WBGene00010221,F57G12.1,unk,WBGene00010221,
WBGene00010222,F57G12.2,unk,WBGene00010222,
WBGene00010223,F58A3.3,unk,WBGene00010223,
WBGene00010224,F58A3.4,unk,WBGene00010224,
WBGene00010225,ttr-31,unk,WBGene00010225,
WBGene00010226,F58A4.1,WAGO,WBGene00010226,
WBGene00010227,F58A4.2,unk,WBGene00010227,
WBGene00010228,clec-161,unk,WBGene00010228,
WBGene00010229,F58A4.6,CSR,WBGene00010229,
WBGene00010230,rpac-19,CSR,WBGene00010230,
WBGene00010231,F58B3.4,CSR,WBGene00010231,
WBGene00010232,F58B3.6,CSR,WBGene00010232,
WBGene00010233,rbm-17,unk,WBGene00010233,
WBGene00010234,ttr-50,unk,WBGene00010234,
WBGene00010235,F58B4.2,unk,WBGene00010235,
WBGene00010236,F58B4.3,unk,WBGene00010236,
WBGene00010237,scvp-1,unk,WBGene00010237,
WBGene00010238,F58B4.5,unk,WBGene00010238,
WBGene00010239,F58B4.6,unk,WBGene00010239,
WBGene00010240,gadr-1,unk,WBGene00010240,
WBGene00010241,F58D2.2,ALG,WBGene00010241,
WBGene00010242,F58D5.2,unk,WBGene00010242,
WBGene00010243,F58D5.3,WAGO,WBGene00010243,
WBGene00010244,F58D5.5,unk,WBGene00010244,
WBGene00010245,F58D5.6,unk,WBGene00010245,
WBGene00010246,F58D5.7,ALG,WBGene00010246,
WBGene00010247,F58D5.8,unk,WBGene00010247,
WBGene00010248,F58D5.9,unk,WBGene00010248,
WBGene00010249,F58D12.1,unk,WBGene00010249,
WBGene00010250,F58D12.3,unk,WBGene00010250,
WBGene00010251,sta-2,unk,WBGene00010251,
WBGene00010253,F58E6.4,unk,WBGene00010253,
WBGene00010254,F58E6.5,ALG,WBGene00010254,
WBGene00010255,F58E6.6,unk,WBGene00010255,
WBGene00010256,hrg-3,unk,WBGene00010256,
WBGene00010257,F58E6.8,unk,WBGene00010257,
WBGene00010258,F58E6.11,unk,WBGene00010258,
WBGene00010259,ric-7,CSR,WBGene00010259,
WBGene00010260,ddx-17,CSR,WBGene00010260,
WBGene00010261,srh-308,unk,WBGene00010261,
WBGene00010262,droe-4,unk,WBGene00010262,
WBGene00010263,wago-4,CSR,WBGene00010263,
WBGene00010264,F58G1.2,unk,WBGene00010264,
WBGene00010265,F58G1.3,ALG,WBGene00010265,
WBGene00010266,dct-18,unk,WBGene00010266,
WBGene00010267,lips-9,unk,WBGene00010267,
WBGene00010268,arrd-10,unk,WBGene00010268,
WBGene00010269,F58G1.7,unk,WBGene00010269,
WBGene00010270,F58G1.8,unk,WBGene00010270,
WBGene00010271,F58G1.9,unk,WBGene00010271,
WBGene00010272,amph-1,CSR,WBGene00010272,
WBGene00010273,srm-3,unk,WBGene00010273,
WBGene00010274,F58G6.3,unk,WBGene00010274,
WBGene00010275,acc-1,unk,WBGene00010275,
WBGene00010276,C03A3.t1,unk,WBGene00010276,
WBGene00010277,F58G6.7,unk,WBGene00010277,
WBGene00010278,F58G6.8,unk,WBGene00010278,
WBGene00010279,letm-1,CSR,WBGene00010279,
WBGene00010280,rde-12,CSR,WBGene00010280,
WBGene00010281,F58G11.3,CSR,WBGene00010281,
WBGene00010282,F58G11.4,unk,WBGene00010282,
WBGene00010283,ccz-1,CSR,WBGene00010283,
WBGene00010284,aman-2,ALG,WBGene00010284,
WBGene00010285,F58H1.2,unk,WBGene00010285,
WBGene00010286,F58H1.3,unk,WBGene00010286,
WBGene00010288,F58H1.5,CSR,WBGene00010288,
WBGene00010289,F58H1.6,ALG,WBGene00010289,
WBGene00010290,F58H1.7,unk,WBGene00010290,
WBGene00010291,F58H10.1,unk,WBGene00010291,
WBGene00010292,F59A1.6,unk,WBGene00010292,
WBGene00010293,fbxa-108,unk,WBGene00010293,
WBGene00010294,fbxa-129,unk,WBGene00010294,
WBGene00010295,fbxa-193,WAGO,WBGene00010295,
WBGene00010296,dgat-2,unk,WBGene00010296,
WBGene00010297,F59A1.11,unk,WBGene00010297,
WBGene00010298,F59A1.12,unk,WBGene00010298,
WBGene00010299,F59A1.13,unk,WBGene00010299,
WBGene00010300,F59A1.15,ALG,WBGene00010300,
WBGene00010301,F59A1.16,unk,WBGene00010301,
WBGene00010303,cri-3,CSR,WBGene00010303,
WBGene00010304,clpf-1,CSR,WBGene00010304,
WBGene00010305,F59A2.5,unk,WBGene00010305,
WBGene00010306,golg-4,CSR,WBGene00010306,
WBGene00010307,skat-1,unk,WBGene00010307,
WBGene00010308,F59B2.3,CSR,WBGene00010308,
WBGene00010309,rpn-6.2,ALG,WBGene00010309,
WBGene00010310,F59B2.8,unk,WBGene00010310,
WBGene00010311,F59B2.9,WAGO,WBGene00010311,
WBGene00010313,F59B2.11,unk,WBGene00010313,
WBGene00010314,F59B2.12,unk,WBGene00010314,
WBGene00010315,F59B2.13,unk,WBGene00010315,
WBGene00010316,F59B8.1,unk,WBGene00010316,
WBGene00010317,idh-1,ALG,WBGene00010317,
WBGene00010318,F59B10.2,unk,WBGene00010318,
WBGene00010319,F59B10.3,unk,WBGene00010319,
WBGene00010320,F59B10.4,unk,WBGene00010320,
WBGene00010321,F59B10.5,unk,WBGene00010321,
WBGene00010322,F59B10.6,unk,WBGene00010322,
WBGene00010323,dhhc-12,unk,WBGene00010323,
WBGene00010324,F59C6.3,ALG,WBGene00010324,
WBGene00010325,exos-3,CSR,WBGene00010325,
WBGene00010326,F59C6.5,ALG,WBGene00010326,
WBGene00010327,F59C6.8,unk,WBGene00010327,
WBGene00010328,F59C6.11,unk,WBGene00010328,
WBGene00010329,pcdr-1,unk,WBGene00010329,
WBGene00010330,F59D12.2,WAGO,WBGene00010330,
WBGene00010331,F59D12.3,unk,WBGene00010331,
WBGene00010332,F59D12.5,CSR,WBGene00010332,
WBGene00010333,copz-1,ALG,WBGene00010333,
WBGene00010334,del-5,unk,WBGene00010334,
WBGene00010335,F59F3.6,unk,WBGene00010335,
WBGene00010336,acox-1.6,WAGO,WBGene00010336,
WBGene00010337,serp-1.1,unk,WBGene00010337,
WBGene00010338,F59F4.3,unk,WBGene00010338,
WBGene00010339,acl-1,unk,WBGene00010339,
WBGene00010340,slcf-1,unk,WBGene00010340,
WBGene00010341,glo-3,unk,WBGene00010341,
WBGene00010342,F59F5.3,unk,WBGene00010342,
WBGene00010343,F59F5.4,unk,WBGene00010343,
WBGene00010344,F59F5.5,unk,WBGene00010344,
WBGene00010345,F59F5.7,unk,WBGene00010345,
WBGene00010348,H01G02.1,unk,WBGene00010348,
WBGene00010349,dyf-18,unk,WBGene00010349,
WBGene00010350,H01G02.3,unk,WBGene00010350,
WBGene00010351,cbd-1,CSR,WBGene00010351,
WBGene00010352,fbxb-76,unk,WBGene00010352,
WBGene00010353,memi-3,CSR,WBGene00010353,
WBGene00010354,cyp-31A2,CSR,WBGene00010354,
WBGene00010355,clec-229,unk,WBGene00010355,
WBGene00010356,famk-1,unk,WBGene00010356,
WBGene00010357,H03A11.2,unk,WBGene00010357,
WBGene00010358,H03G16.1,unk,WBGene00010358,
WBGene00010359,mam-6,unk,WBGene00010359,
WBGene00010360,fbxa-96,unk,WBGene00010360,
WBGene00010361,H03G16.5,unk,WBGene00010361,
WBGene00010362,enu-3.1,WAGO,WBGene00010362,
WBGene00010363,H04D03.2,CSR,WBGene00010363,
WBGene00010364,H04D03.3,unk,WBGene00010364,
WBGene00010365,H04D03.4,WAGO,WBGene00010365,
WBGene00010366,H05L14.1,ALG,WBGene00010366,
WBGene00010367,H05L14.2,CSR,WBGene00010367,
WBGene00010368,H06A10.1,unk,WBGene00010368,
WBGene00010369,chd-1,CSR,WBGene00010369,
WBGene00010370,ctg-1,unk,WBGene00010370,
WBGene00010371,H06O01.4,WAGO,WBGene00010371,
WBGene00010372,H08J19.1,unk,WBGene00010372,
WBGene00010373,H08M01.1,ALG,WBGene00010373,
WBGene00010374,rga-5,unk,WBGene00010374,
WBGene00010375,H09F14.1,unk,WBGene00010375,
WBGene00010376,C05E7.t1,unk,WBGene00010376,
WBGene00010377,nspa-1,ALG,WBGene00010377,
WBGene00010378,H12D21.2,ALG,WBGene00010378,
WBGene00010379,H12D21.3,unk,WBGene00010379,
WBGene00010380,mpst-2,unk,WBGene00010380,
WBGene00010381,H12D21.5,ALG,WBGene00010381,
WBGene00010382,H12D21.6,unk,WBGene00010382,
WBGene00010383,mpst-3,unk,WBGene00010383,
WBGene00010384,H12D21.8,WAGO,WBGene00010384,
WBGene00010385,H12D21.9,WAGO,WBGene00010385,
WBGene00010386,H12D21.10,WAGO,WBGene00010386,
WBGene00010387,H12D21.11,unk,WBGene00010387,
WBGene00010388,srz-42,unk,WBGene00010388,
WBGene00010389,srz-31,unk,WBGene00010389,
WBGene00010390,srz-30,unk,WBGene00010390,
WBGene00010391,oac-37,unk,WBGene00010391,
WBGene00010392,oac-38,unk,WBGene00010392,
WBGene00010393,H12I19.6,WAGO,WBGene00010393,
WBGene00010394,srz-59,unk,WBGene00010394,
WBGene00010395,H12I19.8,unk,WBGene00010395,
WBGene00010396,H13N06.2,unk,WBGene00010396,
WBGene00010397,suox-1,CSR,WBGene00010397,
WBGene00010399,clec-13,unk,WBGene00010399,
WBGene00010400,clec-14,unk,WBGene00010400,
WBGene00010401,H16D19.3,unk,WBGene00010401,
WBGene00010402,H16D19.4,WAGO,WBGene00010402,
WBGene00010403,otpl-8,unk,WBGene00010403,
WBGene00010404,H19J13.2,unk,WBGene00010404,
WBGene00010405,erfa-3,ALG,WBGene00010405,
WBGene00010406,math-33,CSR,WBGene00010406,
WBGene00010407,scb-1,unk,WBGene00010407,
WBGene00010408,mboa-2,CSR,WBGene00010408,
WBGene00010409,H21P03.2,CSR,WBGene00010409,
WBGene00010410,nhr-267,unk,WBGene00010410,
WBGene00010411,H25K10.1,unk,WBGene00010411,
WBGene00010412,H25K10.2,unk,WBGene00010412,
WBGene00010413,H25K10.4,unk,WBGene00010413,
WBGene00010414,hpa-1,unk,WBGene00010414,
WBGene00010415,irld-39,WAGO,WBGene00010415,
WBGene00010416,hxk-2,CSR,WBGene00010416,
WBGene00010417,clpr-3,WAGO,WBGene00010417,
WBGene00010418,H27A22.1,CSR,WBGene00010418,
WBGene00010419,atp-1,ALG,WBGene00010419,
WBGene00010420,mcrs-1,CSR,WBGene00010420,
WBGene00010421,slc-36.4,unk,WBGene00010421,
WBGene00010422,H32K16.2,unk,WBGene00010422,
WBGene00010423,zmp-5,unk,WBGene00010423,
WBGene00010424,lep-5,unk,WBGene00010424,
WBGene00010425,lpin-1,CSR,WBGene00010425,
WBGene00010426,H37A05.2,unk,WBGene00010426,
WBGene00010427,hpo-11,CSR,WBGene00010427,
WBGene00010428,dcn-1,CSR,WBGene00010428,
WBGene00010430,C05E7.t2,unk,WBGene00010430,
WBGene00010431,C05E7.t3,unk,WBGene00010431,
WBGene00010432,H39E23.2,unk,WBGene00010432,
WBGene00010433,H40L08.1,WAGO,WBGene00010433,
WBGene00010434,H40L08.3,WAGO,WBGene00010434,
WBGene00010435,JC8.2,unk,WBGene00010435,
WBGene00010436,JC8.4,unk,WBGene00010436,
WBGene00010437,cox-11,CSR,WBGene00010437,
WBGene00010439,JC8.7,CSR,WBGene00010439,
WBGene00010440,ttr-51,unk,WBGene00010440,
WBGene00010442,bus-12,unk,WBGene00010442,
WBGene00010444,magi-1,CSR,WBGene00010444,
WBGene00010446,K01A6.4,unk,WBGene00010446,
WBGene00010447,K01A6.5,unk,WBGene00010447,
WBGene00010448,K01A6.6,WAGO,WBGene00010448,
WBGene00010449,K01A11.1,unk,WBGene00010449,
WBGene00010450,metl-18,unk,WBGene00010450,
WBGene00010451,K01A11.3,WAGO,WBGene00010451,
WBGene00010452,K01A11.5,unk,WBGene00010452,
WBGene00010453,fozi-1,WAGO,WBGene00010453,
WBGene00010454,K01B6.3,unk,WBGene00010454,
WBGene00010455,K01B6.4,unk,WBGene00010455,
WBGene00010456,K01C8.1,unk,WBGene00010456,
WBGene00010457,K01C8.2,unk,WBGene00010457,
WBGene00010458,mrpl-10,CSR,WBGene00010458,
WBGene00010459,slc-25A32,WAGO,WBGene00010459,
WBGene00010460,clec-142,ALG,WBGene00010460,
WBGene00010461,K01D12.1,unk,WBGene00010461,
WBGene00010462,K01D12.2,unk,WBGene00010462,
WBGene00010463,K01D12.3,unk,WBGene00010463,
WBGene00010464,K01D12.5,unk,WBGene00010464,
WBGene00010465,miga-1,CSR,WBGene00010465,
WBGene00010466,K01D12.7,ALG,WBGene00010466,
WBGene00010467,K01D12.8,unk,WBGene00010467,
WBGene00010468,K01D12.9,unk,WBGene00010468,
WBGene00010469,K01D12.10,unk,WBGene00010469,
WBGene00010470,cdr-4,unk,WBGene00010470,
WBGene00010471,cdr-6,unk,WBGene00010471,
WBGene00010472,cdr-7,WAGO,WBGene00010472,
WBGene00010473,hrg-2,unk,WBGene00010473,
WBGene00010474,K01D12.15,ALG,WBGene00010474,
WBGene00010475,K01F9.2,unk,WBGene00010475,
WBGene00010476,rnf-113,CSR,WBGene00010476,
WBGene00010477,enu-3.6,WAGO,WBGene00010477,
WBGene00010478,K01G5.5,CSR,WBGene00010478,
WBGene00010479,K01G5.8,CSR,WBGene00010479,
WBGene00010480,tasp-1,CSR,WBGene00010480,
WBGene00010481,K01G5.10,CSR,WBGene00010481,
WBGene00010483,K01G12.3,WAGO,WBGene00010483,
WBGene00010484,dph-3,unk,WBGene00010484,
WBGene00010485,ant-1.3,ALG,WBGene00010485,
WBGene00010486,K01H12.4,ALG,WBGene00010486,
WBGene00010487,K02A11.2,unk,WBGene00010487,
WBGene00010488,endu-1,unk,WBGene00010488,
WBGene00010489,K02B7.1,WAGO,WBGene00010489,
WBGene00010490,K02B7.2,unk,WBGene00010490,
WBGene00010491,K02B7.3,ALG,WBGene00010491,
WBGene00010492,meg-1,CSR,WBGene00010492,
WBGene00010493,meg-2,CSR,WBGene00010493,
WBGene00010494,K02B9.3,unk,WBGene00010494,
WBGene00010495,K02B12.2,unk,WBGene00010495,
WBGene00010496,sec-12,ALG,WBGene00010496,
WBGene00010497,axl-1,unk,WBGene00010497,
WBGene00010498,tnsl-1,CSR,WBGene00010498,
WBGene00010499,K02B12.6,unk,WBGene00010499,
WBGene00010500,K02B12.7,CSR,WBGene00010500,
WBGene00010501,K02C4.2,unk,WBGene00010501,
WBGene00010502,K02C4.3,CSR,WBGene00010502,
WBGene00010503,K02C4.5,unk,WBGene00010503,
WBGene00010504,K02D3.1,unk,WBGene00010504,
WBGene00010505,K02D3.2,unk,WBGene00010505,
WBGene00010506,K02E2.1,unk,WBGene00010506,
WBGene00010507,K02E2.6,ERGO,WBGene00010507,
WBGene00010508,K02E2.7,unk,WBGene00010508,
WBGene00010509,K02E2.8,unk,WBGene00010509,
WBGene00010510,ent-3,ALG,WBGene00010510,
WBGene00010511,sre-7,unk,WBGene00010511,
WBGene00010512,K02E11.3,unk,WBGene00010512,
WBGene00010513,K02E11.4,unk,WBGene00010513,
WBGene00010514,K02E11.5,unk,WBGene00010514,
WBGene00010515,K02E11.6,unk,WBGene00010515,
WBGene00010516,K02E11.7,unk,WBGene00010516,
WBGene00010517,K02E11.8,unk,WBGene00010517,
WBGene00010518,K02E11.9,unk,WBGene00010518,
WBGene00010519,K03A11.1,CSR,WBGene00010519,
WBGene00010520,cpx-2,unk,WBGene00010520,
WBGene00010521,K03A11.4,unk,WBGene00010521,
WBGene00010522,K03A11.5,unk,WBGene00010522,
WBGene00010523,K03B8.4,unk,WBGene00010523,
WBGene00010524,K03B8.6,unk,WBGene00010524,
WBGene00010525,K03B8.8,unk,WBGene00010525,
WBGene00010526,K03B8.11,unk,WBGene00010526,
WBGene00010527,srz-74,unk,WBGene00010527,
WBGene00010528,K03D3.2,WAGO,WBGene00010528,
WBGene00010529,srz-21,unk,WBGene00010529,
WBGene00010530,srz-61,unk,WBGene00010530,
WBGene00010531,K03D3.5,unk,WBGene00010531,
WBGene00010532,K03D3.6,WAGO,WBGene00010532,
WBGene00010533,K03D3.8,WAGO,WBGene00010533,
WBGene00010534,fbxa-102,unk,WBGene00010534,
WBGene00010535,K03D7.8,unk,WBGene00010535,
WBGene00010536,K03D7.9,unk,WBGene00010536,
WBGene00010537,mys-2,CSR,WBGene00010537,
WBGene00010538,ttr-3,unk,WBGene00010538,
WBGene00010539,ttr-2,unk,WBGene00010539,
WBGene00010540,K03H1.5,unk,WBGene00010540,
WBGene00010541,ttr-1,unk,WBGene00010541,
WBGene00010542,K03H1.7,CSR,WBGene00010542,
WBGene00010543,K03H1.8,unk,WBGene00010543,
WBGene00010544,K03H1.9,ALG,WBGene00010544,
WBGene00010545,cbp-2,unk,WBGene00010545,
WBGene00010546,K03H1.11,CSR,WBGene00010546,
WBGene00010547,K03H1.12,ALG,WBGene00010547,
WBGene00010550,K04B12.2,WAGO,WBGene00010550,
WBGene00010551,smg-8,unk,WBGene00010551,
WBGene00010552,K04C1.2,CSR,WBGene00010552,
WBGene00010553,K04C1.3,unk,WBGene00010553,
WBGene00010554,mlc-6,unk,WBGene00010554,
WBGene00010555,K04C1.5,CSR,WBGene00010555,
WBGene00010556,rack-1,unk,WBGene00010556,
WBGene00010557,mspn-1,unk,WBGene00010557,
WBGene00010558,ptp-4,unk,WBGene00010558,
WBGene00010559,K04D7.6,unk,WBGene00010559,
WBGene00010560,eif-2beta,CSR,WBGene00010560,
WBGene00010562,cdc-48.3,CSR,WBGene00010562,
WBGene00010563,K04G2.4,unk,WBGene00010563,
WBGene00010564,ath-1,unk,WBGene00010564,
WBGene00010565,vacl-14,CSR,WBGene00010565,
WBGene00010566,K04G2.7,unk,WBGene00010566,
WBGene00010567,K04G2.9,unk,WBGene00010567,
WBGene00010568,K04G2.10,unk,WBGene00010568,
WBGene00010569,scbp-2,unk,WBGene00010569,
WBGene00010570,K04G11.1,unk,WBGene00010570,
WBGene00010571,K04G11.3,unk,WBGene00010571,
WBGene00010572,wdr-5.2,unk,WBGene00010572,
WBGene00010573,K04H4.2,unk,WBGene00010573,
WBGene00010574,K04H4.5,ALG,WBGene00010574,
WBGene00010575,flp-25,unk,WBGene00010575,
WBGene00010576,clec-116,unk,WBGene00010576,
WBGene00010577,K04H8.2,unk,WBGene00010577,
WBGene00010578,K04H8.3,unk,WBGene00010578,
WBGene00010579,K05C4.2,CSR,WBGene00010579,
WBGene00010580,K05C4.3,unk,WBGene00010580,
WBGene00010581,K05C4.4,WAGO,WBGene00010581,
WBGene00010582,K05C4.5,CSR,WBGene00010582,
WBGene00010583,K05C4.7,CSR,WBGene00010583,
WBGene00010584,K05C4.8,WAGO,WBGene00010584,
WBGene00010585,K05C4.9,WAGO,WBGene00010585,
WBGene00010586,K05C4.10,unk,WBGene00010586,
WBGene00010587,sol-2,WAGO,WBGene00010587,
WBGene00010588,srz-14,unk,WBGene00010588,
WBGene00010589,cyp-33D1,unk,WBGene00010589,
WBGene00010590,srz-13,unk,WBGene00010590,
WBGene00010591,K05D4.9,unk,WBGene00010591,
WBGene00010592,K06A4.2,unk,WBGene00010592,
WBGene00010593,gsnl-1,unk,WBGene00010593,
WBGene00010594,swt-5,unk,WBGene00010594,
WBGene00010595,haao-1,unk,WBGene00010595,
WBGene00010596,K06A4.6,unk,WBGene00010596,
WBGene00010597,K06A4.7,unk,WBGene00010597,
WBGene00010598,K06B4.3,unk,WBGene00010598,
WBGene00010599,K06B4.4,unk,WBGene00010599,
WBGene00010600,nhr-196,unk,WBGene00010600,
WBGene00010601,nhr-268,unk,WBGene00010601,
WBGene00010602,nhr-197,unk,WBGene00010602,
WBGene00010603,nhr-198,unk,WBGene00010603,
WBGene00010604,nhr-199,unk,WBGene00010604,
WBGene00010605,K06G5.1,unk,WBGene00010605,
WBGene00010606,cyp-13B2,unk,WBGene00010606,
WBGene00010607,K06G5.3,unk,WBGene00010607,
WBGene00010608,K07A1.1,CSR,WBGene00010608,
WBGene00010609,dut-1,CSR,WBGene00010609,
WBGene00010610,K07A1.3,WAGO,WBGene00010610,
WBGene00010611,K07A1.4,ALG,WBGene00010611,
WBGene00010612,K07A1.5,unk,WBGene00010612,
WBGene00010613,K07A1.6,unk,WBGene00010613,
WBGene00010614,cri-1,unk,WBGene00010614,
WBGene00010615,ate-1,CSR,WBGene00010615,
WBGene00010616,K07A1.10,CSR,WBGene00010616,
WBGene00010617,K07A1.13,unk,WBGene00010617,
WBGene00010618,K07A1.14,unk,WBGene00010618,
WBGene00010619,K07A1.15,unk,WBGene00010619,
WBGene00010620,K07A12.1,CSR,WBGene00010620,
WBGene00010621,egg-6,CSR,WBGene00010621,
WBGene00010622,K07A12.4,CSR,WBGene00010622,
WBGene00010623,K07A12.5,unk,WBGene00010623,
WBGene00010624,mrps-15,CSR,WBGene00010624,
WBGene00010625,K07C5.2,WAGO,WBGene00010625,
WBGene00010626,K07C5.3,CSR,WBGene00010626,
WBGene00010627,nol-56,CSR,WBGene00010627,
WBGene00010628,ceeh-2,unk,WBGene00010628,
WBGene00010629,sluh-7,CSR,WBGene00010629,
WBGene00010630,ttll-15,unk,WBGene00010630,
WBGene00010631,cash-1,ALG,WBGene00010631,
WBGene00010632,K07C5.9,unk,WBGene00010632,
WBGene00010633,nspd-2,ALG,WBGene00010633,
WBGene00010634,K07F5.6,ALG,WBGene00010634,
WBGene00010635,K07F5.7,unk,WBGene00010635,
WBGene00010636,K07F5.8,unk,WBGene00010636,
WBGene00010637,K07F5.12,unk,WBGene00010637,
WBGene00010638,K07F5.14,CSR,WBGene00010638,
WBGene00010639,K07F5.15,unk,WBGene00010639,
WBGene00010640,K07F5.16,unk,WBGene00010640,
WBGene00010641,crml-1,CSR,WBGene00010641,
WBGene00010642,mks-6,unk,WBGene00010642,
WBGene00010643,K07G5.4,unk,WBGene00010643,
WBGene00010644,K07G5.5,unk,WBGene00010644,
WBGene00010645,fecl-1,unk,WBGene00010645,
WBGene00010646,K08C7.1,unk,WBGene00010646,
WBGene00010647,K08C7.4,unk,WBGene00010647,
WBGene00010648,K08C7.6,unk,WBGene00010648,
WBGene00010649,K08C7.7,unk,WBGene00010649,
WBGene00010650,K08C9.1,unk,WBGene00010650,
WBGene00010651,K08C9.2,ALG,WBGene00010651,
WBGene00010652,K08C9.5,unk,WBGene00010652,
WBGene00010653,K08C9.6,unk,WBGene00010653,
WBGene00010654,K08C9.7,unk,WBGene00010654,
WBGene00010655,K08D8.1,unk,WBGene00010655,
WBGene00010656,K08D8.2,unk,WBGene00010656,
WBGene00010657,K08D8.3,unk,WBGene00010657,
WBGene00010658,K08D8.4,unk,WBGene00010658,
WBGene00010659,K08D8.5,unk,WBGene00010659,
WBGene00010660,K08D8.6,unk,WBGene00010660,
WBGene00010661,tyr-2,unk,WBGene00010661,
WBGene00010662,K08E3.2,unk,WBGene00010662,
WBGene00010663,toca-2,CSR,WBGene00010663,
WBGene00010664,dbn-1,CSR,WBGene00010664,
WBGene00010665,rml-1,CSR,WBGene00010665,
WBGene00010666,K08E4.2,unk,WBGene00010666,
WBGene00010667,K08E4.3,unk,WBGene00010667,
WBGene00010669,bath-37,unk,WBGene00010669,
WBGene00010670,tmed-1,unk,WBGene00010670,
WBGene00010671,eak-7,unk,WBGene00010671,
WBGene00010672,K08E7.4,ALG,WBGene00010672,
WBGene00010673,K08E7.5,unk,WBGene00010673,
WBGene00010674,K08E7.6,unk,WBGene00010674,
WBGene00010675,K08E7.8,unk,WBGene00010675,
WBGene00010676,ctf-18,CSR,WBGene00010676,
WBGene00010677,gtbp-1,CSR,WBGene00010677,
WBGene00010678,K08F4.3,ALG,WBGene00010678,
WBGene00010679,K08F4.5,ALG,WBGene00010679,
WBGene00010680,K08F4.12,unk,WBGene00010680,
WBGene00010681,mak-1,CSR,WBGene00010681,
WBGene00010682,K08F8.5,ALG,WBGene00010682,
WBGene00010683,K08F8.7,unk,WBGene00010683,
WBGene00010684,K08F9.1,unk,WBGene00010684,
WBGene00010685,aipl-1,ALG,WBGene00010685,
WBGene00010686,K08F9.3,unk,WBGene00010686,
WBGene00010687,K08F9.4,CSR,WBGene00010687,
WBGene00010688,srz-12,unk,WBGene00010688,
WBGene00010689,K08H2.2,unk,WBGene00010689,
WBGene00010690,K08H2.3,WAGO,WBGene00010690,
WBGene00010691,K08H2.4,unk,WBGene00010691,
WBGene00010692,K08H2.5,unk,WBGene00010692,
WBGene00010693,K08H2.7,unk,WBGene00010693,
WBGene00010694,bgnt-1.5,unk,WBGene00010694,
WBGene00010697,uda-1,CSR,WBGene00010697,
WBGene00010698,K08H10.6,unk,WBGene00010698,
WBGene00010699,trpp-6,unk,WBGene00010699,
WBGene00010700,nipi-3,unk,WBGene00010700,
WBGene00010701,ent-2,unk,WBGene00010701,
WBGene00010702,usp-33,CSR,WBGene00010702,
WBGene00010703,K09A9.6,WAGO,WBGene00010703,
WBGene00010704,K09A11.1,WAGO,WBGene00010704,
WBGene00010705,cyp-14A1,unk,WBGene00010705,
WBGene00010706,cyp-14A2,unk,WBGene00010706,
WBGene00010707,cyp-14A3,unk,WBGene00010707,
WBGene00010708,phf-33,unk,WBGene00010708,
WBGene00010709,nol-9,unk,WBGene00010709,
WBGene00010711,K09B11.4,WAGO,WBGene00010711,
WBGene00010712,K09B11.5,ALG,WBGene00010712,
WBGene00010713,uso-1,CSR,WBGene00010713,
WBGene00010714,mam-3,ERGO,WBGene00010714,
WBGene00010715,K09C8.2,unk,WBGene00010715,
WBGene00010716,lge-1,unk,WBGene00010716,
WBGene00010717,K09C8.7,unk,WBGene00010717,
WBGene00010718,K09C8.8,unk,WBGene00010718,
