gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
WBGene00007387	C06H2.3a.1,C06H2.3b.1	935.17	801.32	955.00	47.48	53.45
WBGene00007388	C06H2.4.1	1439.00	1305.16	169.00	5.16	5.81
WBGene00007389	C06H2.5a.1,C06H2.5a.2,C06H2.5b.1	1261.67	1127.82	32.00	1.13	1.27
WBGene00007390	C06H2.6a.1,C06H2.6a.2,C06H2.6b.1	554.79	424.80	1186.00	111.23	125.22
WBGene00007391	C06H2.7a.1,C06H2.7b.1	1289.60	1155.75	895.00	30.85	34.73
WBGene00007392	C06H5.1.1	1223.00	1089.16	250.90	9.18	10.33
WBGene00007393	C06H5.2.1	1203.00	1069.16	23.10	0.86	0.97
WBGene00007394	C06H5.6a.1,C06H5.6a.2,C06H5.6b.1	1805.00	1671.16	188.00	4.48	5.05
WBGene00007395	C06H5.7.1	1353.00	1219.16	313.00	10.23	11.51
WBGene00007396	C07A4.1.1	1466.00	1332.16	54.00	1.61	1.82
WBGene00007397	C07A4.2.1	1555.00	1421.16	51.00	1.43	1.61
WBGene00007398	C07A4.3.1	786.00	652.16	12.00	0.73	0.83
WBGene00007399	C07A9.1.1	1034.00	900.16	0.00	0.00	0.00
WBGene00007400	C07A9.2.1,C07A9.2.2	588.24	454.40	1355.00	118.80	133.74
WBGene00007401	C07A9.5.1	1077.00	943.16	2.00	0.08	0.10
WBGene00007402	C07A9.6.1	1720.00	1586.16	247.00	6.20	6.98
WBGene00007403	C07A9.7a.1,C07A9.7b.1	1613.90	1480.05	1781.00	47.94	53.97
WBGene00007404	C07A9.8.1	1504.00	1370.16	39.00	1.13	1.28
WBGene00007405	C07A9.9.1	1060.00	926.16	248.00	10.67	12.01
WBGene00007406	C07A9.10.1	796.00	662.16	1.00	0.06	0.07
WBGene00007407	C07B5.2.1	610.00	476.16	0.00	0.00	0.00
WBGene00007408	C07B5.3.1	502.00	368.16	12.00	1.30	1.46
WBGene00007409	C07B5.4a.1,C07B5.4b.1	1837.78	1703.94	129.00	3.02	3.40
WBGene00007410	C07B5.6.1	934.00	800.16	15.00	0.75	0.84
WBGene00007411	C07C7.1.1	969.00	835.16	0.00	0.00	0.00
WBGene00007412	C07E3.1a.1,C07E3.1b.1	2555.63	2421.79	3019.00	49.66	55.91
WBGene00007413	C07E3.2.1	2268.00	2134.16	3307.00	61.73	69.50
WBGene00007414	C07E3.3a.1,C07E3.3b.1	1436.06	1302.22	111.00	3.40	3.82
WBGene00007415	C07E3.4.1	1703.00	1569.16	1.09	0.03	0.03
WBGene00007416	C07E3.5.1,C07E3.5.2,C07E3.5.3	1455.12	1321.27	15.00	0.45	0.51
WBGene00007417	C07E3.6.1	1170.00	1036.16	414.00	15.92	17.92
WBGene00007418	C07E3.8.1	702.00	568.16	9.00	0.63	0.71
WBGene00007419	C07E3.9.1	598.00	464.16	287.00	24.63	27.73
WBGene00007420	C07E3.10.1	492.00	358.16	14.00	1.56	1.75
WBGene00007421	C07H4.1a.1,C07H4.1b.1	706.00	572.16	156.00	10.86	12.23
WBGene00007422	C08B6.1a.1,C08B6.1b.1	1663.63	1529.78	548.00	14.27	16.07
WBGene00007423	C08B6.2a.1,C08B6.2b.1,C08B6.2c.1,C08B6.2d.1	690.00	556.16	9.00	0.64	0.73
WBGene00007424	C08B6.3a.1,C08B6.3b.1	1221.59	1087.75	90.00	3.30	3.71
WBGene00007425	C08B6.4a.1,C08B6.4b.1	1492.25	1358.40	410.97	12.05	13.57
WBGene00007426	C08B6.5.1	1549.00	1415.16	4.00	0.11	0.13
WBGene00007427	C08B6.6.1	781.00	647.16	0.00	0.00	0.00
WBGene00007428	C08B6.7a.1,C08B6.7a.2,C08B6.7b.1,C08B6.7b.2,C08B6.7c.1	2784.26	2650.42	6733.00	101.21	113.94
WBGene00007429	C08B6.8a.1,C08B6.8b.1	671.59	538.24	1108.00	82.01	92.33
WBGene00007430	C08B6.10.1	543.00	409.16	78.00	7.59	8.55
WBGene00007431	C08B6.11.1,C08B6.11.2	1735.85	1602.00	108.00	2.69	3.02
WBGene00007432	C08B6.12.1	958.00	824.16	0.00	0.00	0.00
WBGene00007433	C08B11.3a.1,C08B11.3b.1	4380.87	4247.03	7155.00	67.12	75.56
WBGene00007434	C08B11.6.1	1291.00	1157.16	1938.00	66.72	75.11
WBGene00007435	C08B11.8.1,C08B11.8.2	1535.09	1401.25	1023.00	29.09	32.74
WBGene00007436	C08B11.9.1	812.00	678.16	923.00	54.22	61.04
WBGene00007437	C08E8.1.1	372.00	238.24	4.00	0.67	0.75
WBGene00007438	C08E8.2.1	1017.00	883.16	0.00	0.00	0.00
WBGene00007439	C08E8.3.1	371.00	237.24	4.00	0.67	0.76
WBGene00007440	C08E8.4.1	942.00	808.16	60.00	2.96	3.33
WBGene00007441	C08E8.5.1	171.00	47.70	0.00	0.00	0.00
WBGene00007442	C08E8.6.1	180.00	54.83	0.50	0.36	0.41
WBGene00007443	C08F8.1a.1,C08F8.1b.1	448.16	314.35	1722.00	218.24	245.69
WBGene00007444	C08F8.2b.1,C08F8.2c.1	2223.02	2089.17	2257.00	43.04	48.45
WBGene00007445	C08F8.3a.1,C08F8.3b.1	1402.49	1268.65	2697.00	84.70	95.35
WBGene00007446	C08F8.4b.1,C08F8.4c.1	2108.00	1974.16	13.89	0.28	0.32
WBGene00007447	C08F8.5.1	1249.00	1115.16	11.00	0.39	0.44
WBGene00007448	C08F8.6.1,C08F8.6.2,C08F8.6.3	1208.00	1074.16	5.00	0.19	0.21
WBGene00007449	C08F8.9.1	263.00	130.39	426.00	130.16	146.53
WBGene00007450	C08F11.1.1	698.00	564.16	43.00	3.04	3.42
WBGene00007451	C08F11.2	970.00	836.16	0.00	0.00	0.00
WBGene00007452	C08F11.3.1	1222.00	1088.16	12.00	0.44	0.49
WBGene00007453	C08F11.5a.1,C08F11.5b.1	1060.41	926.56	38.00	1.63	1.84
WBGene00007454	C08F11.7.1,C08F11.7.2	1036.00	902.16	23.00	1.02	1.14
WBGene00007455	C08F11.8.1,C08F11.8.2	2055.00	1921.16	1680.81	34.86	39.24
WBGene00007456	C08F11.9.1	1167.00	1033.16	0.00	0.00	0.00
WBGene00007457	C08F11.10.1	832.00	698.16	0.00	0.00	0.00
WBGene00007458	C08F11.11.1,C08F11.11.2	385.61	251.84	6986.00	1105.17	1244.16
WBGene00007459	C08F11.12.1	403.00	269.20	531.32	78.63	88.52
WBGene00007460	C08F11.13a.1,C08F11.13b.1,C08F11.13c.1,C08F11.13c.2	1389.11	1255.27	434.00	13.77	15.51
WBGene00007461	C08F11.14	2930.00	2796.16	0.00	0.00	0.00
WBGene00007462	C08H9.1.1	1567.00	1433.16	25.00	0.69	0.78
WBGene00007463	C08H9.2.1	4301.00	4167.16	14482.00	138.45	155.87
WBGene00007464	C08H9.3a.1,C08H9.3b.1	2409.13	2275.28	967.00	16.93	19.06
WBGene00007465	C08H9.4a.1,C08H9.4b.1,C08H9.4b.2	1617.81	1483.97	15.00	0.40	0.45
WBGene00007466	C08H9.6.1	1239.00	1105.16	8.00	0.29	0.32
WBGene00007467	C08H9.7.1	1459.00	1325.16	1.00	0.03	0.03
WBGene00007468	C08H9.8	1314.00	1180.16	0.00	0.00	0.00
WBGene00007469	C08H9.10.1	1843.00	1709.16	3.00	0.07	0.08
WBGene00007470	C08H9.11.1	1514.00	1380.16	11.00	0.32	0.36
WBGene00007471	C08H9.12.1	1510.00	1376.16	2.00	0.06	0.07
WBGene00007472	C08H9.13.1	1449.00	1315.16	1.00	0.03	0.03
WBGene00007473	C08H9.14.1	1374.00	1240.16	28.00	0.90	1.01
WBGene00007474	C08H9.15.1	605.00	471.16	85.00	7.19	8.09
WBGene00007476	C09E9.1a.1,C09E9.1b.1,C09E9.1c.1,C09E9.1d.1,C09E9.1d.2	464.35	335.62	420.00	49.86	56.13
WBGene00007478	C09F9.1.1,C09F9.1.2	547.00	413.16	0.00	0.00	0.00
WBGene00007479	C09F9.2.1	5570.00	5436.16	595.23	4.36	4.91
WBGene00007480	C09F9.3a.1,C09F9.3a.2,C09F9.3b.1,C09F9.3c.1,C09F9.3d.1,C09F9.3e.1,C09F9.3f.1	2618.74	2484.90	337.83	5.42	6.10
WBGene00007481	C09F9.4	762.00	628.16	16.77	1.06	1.20
WBGene00007482	C09F12.2.1	2063.00	1929.16	47.00	0.97	1.09
WBGene00007483	C09F12.3.1	1575.00	1441.16	9.00	0.25	0.28
WBGene00007484	C09G1.2.1	4399.00	4265.16	5.00	0.05	0.05
WBGene00007485	C09G1.3	659.00	525.16	4.00	0.30	0.34
WBGene00007486	C09G1.4.1,C09G1.4.2	2010.00	1876.16	95.00	2.02	2.27
WBGene00007487	C09G1.5a.1,C09G1.5a.2,C09G1.5b.1,C09G1.5b.2	568.99	435.14	29.00	2.66	2.99
WBGene00007488	C09G5.2a.1,C09G5.2b.1	1433.83	1299.98	1186.00	36.35	40.92
WBGene00007489	C09G5.7.1	1338.00	1204.16	19.00	0.63	0.71
WBGene00007490	C09G5.8a.1,C09G5.8b.1,C09G5.8c	2922.93	2789.49	76.00	1.09	1.22
WBGene00007492	C09G9.1a.1,C09G9.1a.2,C09G9.1b.1,C09G9.1c.1	1361.08	1227.23	2431.00	78.92	88.84
WBGene00007493	C09G9.2a.1,C09G9.2b.1	1240.00	1106.16	2515.00	90.58	101.97
WBGene00007494	C09G9.3a.1,C09G9.3b.1,C09G9.3c.1	780.00	646.16	3.00	0.18	0.21
WBGene00007495	C09G9.5a.1,C09G9.5b.1,C09G9.5c.1	754.00	620.16	17.00	1.09	1.23
WBGene00007496	C09G9.7a.1,C09G9.7b.1	596.32	472.98	25.00	2.11	2.37
WBGene00007497	C09G9.8a.1,C09G9.8b.1,C09G9.8c.1	286.33	160.03	0.00	0.00	0.00
WBGene00007499	C09H10.5a.1,C09H10.5b.1,C09H10.5c.1	747.32	613.48	805.00	52.28	58.85
WBGene00007500	C09H10.6.1	1301.00	1167.16	5152.00	175.86	197.98
WBGene00007501	C09H10.7.1	1074.00	940.16	1361.00	57.67	64.93
WBGene00007502	C09H10.8.1	1115.00	981.16	16.00	0.65	0.73
WBGene00007503	C09H10.9.1	1252.00	1118.16	3.00	0.11	0.12
WBGene00007504	C09H10.10a.1,C09H10.10b.1	1192.48	1058.63	929.00	34.96	39.36
WBGene00007505	C10C5.1a.1,C10C5.1b.1,C10C5.1c.1,C10C5.1d.1,C10C5.1e.1,C10C5.1f.1,C10C5.1g.1,C10C5.1h.1,C10C5.1i.1,C10C5.1j.1,C10C5.1k.1,C10C5.1l.1	6915.64	6781.80	5458.00	32.06	36.10
WBGene00007506	C10C5.2.1	1070.00	936.16	126.00	5.36	6.04
WBGene00007507	C10C5.3.1	1296.00	1162.16	1404.28	48.14	54.19
WBGene00007508	C10C5.4.1	1407.00	1273.16	1327.00	41.52	46.75
WBGene00007509	C10C5.5.1	1347.00	1213.16	908.70	29.84	33.59
WBGene00007511	C10C5.7.1	368.00	234.25	20.00	3.40	3.83
WBGene00007512	C10C6.3a.1,C10C6.3b.1	1084.00	950.16	0.00	0.00	0.00
WBGene00007513	C10C6.5.1	1941.00	1807.16	2559.00	56.41	63.51
WBGene00007514	C10C6.6.1	3826.00	3692.16	6787.00	73.23	82.44
WBGene00007515	C10C6.7b.1,C10C6.7c.1	973.40	839.62	82.00	3.89	4.38
WBGene00007516	C11E4.1.1	906.00	772.16	783.83	40.44	45.53
WBGene00007517	C11E4.2.1	797.00	663.16	154.17	9.26	10.43
WBGene00007518	C11E4.3a.1,C11E4.3b.1	764.61	630.81	10.00	0.63	0.71
WBGene00007520	C11E4.6.1	3979.00	3845.16	481.00	4.98	5.61
WBGene00007521	C11E4.7a.1,C11E4.7b.1	1231.32	1097.47	115.00	4.17	4.70
WBGene00007522	C11E4.8a.1,C11E4.8b.1,C11E4.8c.1,C11E4.8d.1,C11E4.8d.2	739.49	605.65	6.00	0.39	0.44
WBGene00007523	C11G6.2.1	1252.00	1118.16	3.00	0.11	0.12
WBGene00007525	C11G10.1.1	864.00	730.16	43.00	2.35	2.64
WBGene00007528	C11H1.2.1	1631.00	1497.16	225.00	5.99	6.74
WBGene00007529	C11H1.3.1	1994.00	1860.16	702.00	15.04	16.93
WBGene00007530	C11H1.5.1	1833.00	1699.16	4.00	0.09	0.11
WBGene00007531	C11H1.7a.1,C11H1.7a.2,C11H1.7b.1	788.41	654.83	54.00	3.29	3.70
WBGene00007533	C12C8.2a.1,C12C8.2b.1	1560.00	1426.16	557.00	15.56	17.52
WBGene00007534	C12D8.1a.1,C12D8.1b.1,C12D8.1b.2,C12D8.1c.1,C12D8.1d	1973.47	1839.62	4344.00	94.08	105.91
WBGene00007535	C12D8.4.1	492.00	358.16	0.00	0.00	0.00
WBGene00007536	C12D8.5.1	1381.00	1247.16	363.00	11.60	13.05
WBGene00007537	C12D8.6.1	325.00	191.42	19.52	4.06	4.57
WBGene00007538	C12D8.9a.1,C12D8.9b.1	286.00	155.10	0.00	0.00	0.00
WBGene00007540	C12D8.13a.1,C12D8.13b.1	833.00	699.16	0.00	0.00	0.00
WBGene00007541	C12D8.14.1	362.00	228.26	88.08	15.37	17.31
WBGene00007542	C12D8.15.1	561.00	427.16	2.00	0.19	0.21
WBGene00007543	C12D8.16.1	288.00	154.82	16.00	4.12	4.63
WBGene00007544	C12D8.17.1	316.00	182.49	35.53	7.76	8.73
WBGene00007545	C13B4.1a.1,C13B4.1b.1,C13B4.1c.1,C13B4.1d.1,C13B4.1e.1	3089.94	2956.09	3265.00	44.00	49.54
WBGene00007546	C13C4.1.1	1492.00	1358.16	83.00	2.43	2.74
WBGene00007547	C13C4.2.1	1533.00	1399.16	294.00	8.37	9.42
WBGene00007548	C13C4.4.1,C13C4.4.2	1152.00	1018.16	145.00	5.67	6.39
WBGene00007549	C13C4.5.1	1750.00	1616.16	405.00	9.98	11.24
WBGene00007550	C13C4.6.1	1581.00	1447.16	50.00	1.38	1.55
WBGene00007551	C13C4.7.1	1169.00	1035.16	29.00	1.12	1.26
WBGene00007552	C13C12.2.1,C13C12.2.2,C13C12.2.3	1504.72	1370.87	66.00	1.92	2.16
WBGene00007553	C13G3.1.1	827.00	693.16	64.00	3.68	4.14
WBGene00007554	C13G3.3a.1,C13G3.3a.2,C13G3.3a.3,C13G3.3a.4,C13G3.3b.1,C13G3.3b.2,C13G3.3b.3,C13G3.3c.1,C13G3.3d.1	2084.06	1950.22	3549.00	72.50	81.62
WBGene00007555	C14A4.1.1	997.00	863.16	1414.00	65.26	73.47
WBGene00007556	C14A4.3.1	2013.00	1879.16	2105.00	44.63	50.24
WBGene00007557	C14A4.6.1	619.00	485.16	140.00	11.50	12.94
WBGene00007558	C14A4.7a.1,C14A4.7b.1	680.00	546.16	73.00	5.33	5.99
WBGene00007559	C14A4.8.1	824.00	690.16	1.00	0.06	0.06
WBGene00007560	C14A4.9.1	588.00	454.16	102.00	8.95	10.07
WBGene00007561	C14A4.11.1	1066.00	932.16	1115.00	47.65	53.65
WBGene00007562	C14A4.12a.1,C14A4.12b.1	2270.70	2136.85	94.00	1.75	1.97
WBGene00007563	C14A4.13.1	1474.00	1340.16	3.00	0.09	0.10
WBGene00007564	C14A4.14.1	1429.00	1295.16	1945.00	59.83	67.35
WBGene00007565	C14A6.1.1	1013.00	879.16	556.71	25.23	28.40
WBGene00007567	C14A6.3.1	196.00	68.23	0.00	0.00	0.00
WBGene00007569	C14A6.5.1	673.00	539.16	0.00	0.00	0.00
WBGene00007570	C14A6.6.1	723.00	589.16	1.00	0.07	0.08
WBGene00007571	C14A6.7.1	320.00	186.46	0.00	0.00	0.00
WBGene00007572	C14A6.8.1	484.00	350.16	0.00	0.00	0.00
WBGene00007573	C14B1.2.1	766.00	632.16	2709.00	170.73	192.20
WBGene00007574	C14B1.3.1	1349.00	1215.16	588.00	19.28	21.70
WBGene00007576	C14B1.5.1	1293.00	1159.16	1245.00	42.79	48.17
WBGene00007577	C14B1.6a.1,C14B1.6b.1	2520.67	2386.82	2394.00	39.96	44.99
WBGene00007578	C14B1.7	3408.00	3274.16	2476.00	30.13	33.92
WBGene00007579	C14B1.8.1	785.00	651.16	961.00	58.80	66.19
WBGene00007580	C14B1.9.1	1276.00	1142.16	5399.00	188.32	212.01
WBGene00007581	C14B1.10.1	2276.00	2142.16	2059.00	38.29	43.11
WBGene00007583	C14B4.2.1,C14B4.2.2	5763.07	5629.22	564.00	3.99	4.49
WBGene00007584	C14C10.1.1	1079.00	945.16	0.00	0.00	0.00
WBGene00007585	C14C10.2a.1,C14C10.2b.1	1083.30	949.45	373.00	15.65	17.62
WBGene00007586	C14C10.3a.1,C14C10.3b.1,C14C10.3c.1	2371.15	2237.30	5444.00	96.94	109.13
WBGene00007587	C14C10.4.1	3370.00	3236.16	5907.00	72.72	81.87
WBGene00007588	C14C10.5a.1,C14C10.5b.1	6171.71	6037.86	12943.00	85.40	96.14
WBGene00007589	C14C10.6.1	635.00	501.16	265.00	21.07	23.72
WBGene00007590	C14C10.7.1	557.00	423.16	18.00	1.69	1.91
WBGene00007591	C14H10.1.1	1362.00	1228.16	436.00	14.14	15.92
WBGene00007592	C14H10.2a.1,C14H10.2b.1,C14H10.2c.1,C14H10.2d.1,C14H10.2e.1	2377.83	2243.98	729.00	12.94	14.57
WBGene00007593	C14H10.3a.1,C14H10.3b.1,C14H10.3b.2	2939.13	2805.29	778.00	11.05	12.44
WBGene00007594	C15A7.1.1	1357.00	1223.16	8.00	0.26	0.29
WBGene00007595	C15A7.2.1	1813.00	1679.16	17.00	0.40	0.45
WBGene00007597	C15A11.2.1,C15A11.2.2,C15A11.2.3,C15A11.2.4	676.00	542.16	3.00	0.22	0.25
WBGene00007598	C15A11.4.1	1567.00	1433.16	37.00	1.03	1.16
WBGene00007599	C15A11.7a.1,C15A11.7b	1487.71	1353.86	289.00	8.50	9.57
WBGene00007600	C15C6.1.1	837.00	703.16	160.00	9.07	10.21
WBGene00007601	C15C6.2a.1,C15C6.2b.1	953.00	819.16	10.00	0.49	0.55
WBGene00007602	C15C6.3.1	2585.00	2451.16	1297.00	21.08	23.73
WBGene00007603	C15C6.4.1	720.00	586.16	619.00	42.07	47.36
WBGene00007604	C15C8.1.1	1443.00	1309.16	43.00	1.31	1.47
WBGene00007605	C15C8.3a.1,C15C8.3b.1	1380.00	1246.16	1723.00	55.08	62.01
WBGene00007606	C15C8.4.1	1295.00	1161.16	1701.00	58.36	65.70
WBGene00007607	C15C8.5.1,C15C8.5.2	1173.00	1039.16	18.00	0.69	0.78
WBGene00007608	C15C8.6.1	1295.00	1161.16	8.00	0.27	0.31
WBGene00007609	C15C8.7.1	500.00	366.16	298.00	32.42	36.50
WBGene00007610	C15H7.3.1,C15H7.3.2	1241.00	1107.16	2.00	0.07	0.08
WBGene00007611	C15H7.4.1	1082.00	948.16	1.00	0.04	0.05
WBGene00007613	C15H11.1.1	442.00	308.17	2.00	0.26	0.29
WBGene00007614	C15H11.2a.1,C15H11.2b.1	1175.88	1042.04	6.00	0.23	0.26
WBGene00007615	C15H11.5.1,C15H11.5.2	1705.02	1571.17	1604.00	40.67	45.79
WBGene00007616	C15H11.8.1	471.00	337.16	486.00	57.43	64.65
WBGene00007617	C15H11.9.1	1118.00	984.16	2163.00	87.56	98.57
WBGene00007618	C15H11.10.1	668.00	534.16	0.00	0.00	0.00
WBGene00007619	C15H11.11a.1,C15H11.11b.1	424.40	292.50	13.00	1.77	1.99
WBGene00007620	C16C2.3a.1,C16C2.3a.2,C16C2.3b.1	2556.53	2422.69	3757.00	61.78	69.55
WBGene00007621	C16C2.4a.1,C16C2.4b.1	1251.36	1117.52	2630.00	93.76	105.55
WBGene00007622	C16C10.1.1	1365.00	1231.16	1567.00	50.71	57.08
WBGene00007623	C16C10.2.1	916.00	782.16	1323.00	67.39	75.86
WBGene00007624	C16C10.3.1	3537.00	3403.16	22812.00	267.05	300.64
WBGene00007625	C16C10.4.1,C16C10.4.2	619.18	485.34	2119.00	173.94	195.82
WBGene00007626	C16C10.5.1	1334.00	1200.16	1425.00	47.30	53.25
WBGene00007627	C16C10.6.1	1286.00	1152.16	2141.00	74.03	83.34
WBGene00007628	C16C10.8.1	835.00	701.16	546.00	31.02	34.93
WBGene00007629	C16C10.9.1	914.00	780.16	3.00	0.15	0.17
WBGene00007630	C16C10.11.1	698.00	564.16	1688.00	119.20	134.20
WBGene00007631	C16C10.12a.1,C16C10.12b.1,C16C10.12c.1,C16C10.12d.1	1587.00	1453.16	6.00	0.16	0.19
WBGene00007632	C16C10.13.1	1126.00	992.16	5.00	0.20	0.23
WBGene00007633	C16D2.1a.1,C16D2.1b.1,C16D2.1c.1	372.00	238.24	4.00	0.67	0.75
WBGene00007635	C16D6.2a.1,C16D6.2b.1,C16D6.2b.2,C16D6.2c.1,C16D6.2c.2,C16D6.2d.1	1621.48	1487.63	60.00	1.61	1.81
WBGene00007637	C17D12.1a.1,C17D12.1b.1	1048.00	914.16	530.00	23.10	26.00
WBGene00007638	C17D12.3.1	1257.00	1123.16	0.00	0.00	0.00
WBGene00007639	C17D12.5.1	652.00	518.16	0.00	0.00	0.00
WBGene00007640	C17D12.7.1	2490.00	2356.16	2861.00	48.38	54.46
WBGene00007641	C17E4.1a.1,C17E4.1b.1	1293.00	1159.16	8.00	0.27	0.31
WBGene00007642	C17E4.2.1	870.00	736.16	157.00	8.50	9.57
WBGene00007643	C17E4.3.1	1504.00	1370.16	3583.00	104.18	117.28
WBGene00007644	C17E4.4.1	450.00	316.17	276.00	34.78	39.15
WBGene00007645	C17E4.6.1	1720.00	1586.16	605.00	15.20	17.11
WBGene00007646	C17E4.9a.1,C17E4.9b	2101.00	1967.16	1982.00	40.14	45.19
WBGene00007647	C17E4.10a.1,C17E4.10b.1	1493.76	1359.91	2217.00	64.95	73.12
WBGene00007648	C17G1.1.1	1293.00	1159.16	0.00	0.00	0.00
WBGene00007649	C17G1.2.1	921.00	787.16	708.00	35.83	40.34
WBGene00007650	C17G1.3a.1,C17G1.3b.1	1696.48	1562.64	521.00	13.28	14.95
WBGene00007651	C17G1.4a.1,C17G1.4b.1	3369.57	3235.73	457.00	5.63	6.33
WBGene00007652	C17G1.5.1,C17G1.5.2	1395.77	1261.93	81.00	2.56	2.88
WBGene00007653	C17G1.7.1	1236.00	1102.16	559.00	20.21	22.75
WBGene00007654	C17H1.1	1326.00	1192.16	5.00	0.17	0.19
WBGene00007655	C17H1.2.1	660.00	526.16	0.00	0.00	0.00
WBGene00007656	C17H1.3.1	1333.00	1199.16	0.00	0.00	0.00
WBGene00007657	C17H1.4a.1,C17H1.4b	1209.00	1075.16	7.00	0.26	0.29
WBGene00007658	C17H1.5.1	1206.00	1072.16	8.00	0.30	0.33
WBGene00007659	C17H1.6.1	1099.00	965.16	0.00	0.00	0.00
WBGene00007660	C17H1.7.1	1449.00	1315.16	1.00	0.03	0.03
WBGene00007661	C17H1.8a.1,C17H1.8b.1	1112.00	978.16	0.00	0.00	0.00
WBGene00007662	C17H1.9.1	1199.00	1065.16	2.00	0.07	0.08
WBGene00007664	C18B12.2.1	1786.00	1652.16	62.00	1.50	1.68
WBGene00007666	C18B12.4.1	1693.00	1559.16	1074.00	27.44	30.89
WBGene00007667	C18B12.5	1268.00	1134.16	91.00	3.20	3.60
WBGene00007668	C18B12.6.1	1985.00	1851.16	529.00	11.38	12.82
WBGene00007669	C18D1.2.1	1437.00	1303.16	2.00	0.06	0.07
WBGene00007670	C18D1.4.1	1189.00	1055.16	7.00	0.26	0.30
WBGene00007672	C18D4.2a.1,C18D4.2b.1	5664.00	5530.16	46.00	0.33	0.37
WBGene00007673	C18D4.3.1	372.00	238.24	0.00	0.00	0.00
WBGene00007674	C18D4.4a.1,C18D4.4b.1,C18D4.4c.1	263.00	130.52	0.00	0.00	0.00
WBGene00007675	C18D4.6a.1,C18D4.6c.1,C18D4.6d.1	1048.31	914.47	87.00	3.79	4.27
WBGene00007676	C18D4.7	978.00	844.16	0.00	0.00	0.00
WBGene00007677	C18D4.8	2024.00	1890.16	20.00	0.42	0.47
WBGene00007678	C18D4.9.1	1034.00	900.16	0.00	0.00	0.00
WBGene00007679	C18D11.1.1	993.00	859.16	209.00	9.69	10.91
WBGene00007680	C18D11.2.1	918.00	784.16	115.00	5.84	6.58
WBGene00007681	C18D11.3.1,C18D11.3.2	1206.88	1073.03	1714.00	63.64	71.64
WBGene00007682	C18D11.6.1	362.00	228.26	7.00	1.22	1.38
WBGene00007683	C18E9.2a.1,C18E9.2b	1527.12	1393.27	3127.00	89.42	100.66
WBGene00007684	C18E9.4.1	414.00	280.19	1528.00	217.27	244.59
WBGene00007685	C18E9.5.1	971.00	837.16	455.00	21.65	24.38
WBGene00007686	C18E9.6.1	1316.00	1182.16	4227.00	142.45	160.37
WBGene00007687	C18E9.7.1	3150.00	3016.16	111.00	1.47	1.65
WBGene00007688	C18E9.8.1	1922.00	1788.16	0.00	0.00	0.00
WBGene00007689	C18E9.9.1	634.00	500.16	323.00	25.73	28.96
WBGene00007690	C18E9.10a.1,C18E9.10c.1,C18E9.10d.1,C18E9.10e.1	848.08	714.23	780.00	43.51	48.98
WBGene00007691	C23H4.2.1	1922.00	1788.16	41.25	0.92	1.03
WBGene00007692	C23H4.3.1	2075.00	1941.16	156.00	3.20	3.60
WBGene00007693	C23H4.4a.1,C23H4.4b.1	1730.28	1596.44	26.00	0.65	0.73
WBGene00007694	C23H4.6a.1,C23H4.6b.1	3579.45	3445.61	278.00	3.21	3.62
WBGene00007695	C23H4.7.1	2874.00	2740.16	64.75	0.94	1.06
WBGene00007696	C24F3.1a.1,C24F3.1b.1	1532.16	1398.32	2077.00	59.18	66.62
WBGene00007697	C24F3.2.1	967.00	833.16	382.00	18.27	20.56
WBGene00007698	C24F3.4a.1,C24F3.4b.1,C24F3.4c.1	1902.61	1768.77	2837.00	63.90	71.94
WBGene00007699	C24H11.1.1	1266.00	1132.16	4.00	0.14	0.16
WBGene00007700	C24H11.2.1	1294.00	1160.16	0.00	0.00	0.00
WBGene00007701	C24H11.4.1	1020.00	886.16	3.00	0.13	0.15
WBGene00007702	C24H11.5a.1,C24H11.5b.1	329.07	195.92	223.00	45.35	51.05
WBGene00007703	C24H11.7a.1,C24H11.7b.1	5323.38	5189.53	2370.00	18.19	20.48
WBGene00007704	C24H11.9.1	1475.00	1341.16	221.00	6.56	7.39
WBGene00007705	C25A1.1.1	1067.00	933.16	1109.00	47.35	53.30
WBGene00007707	C25A1.5.1	1300.00	1166.16	3010.00	102.83	115.76
WBGene00007708	C25A1.6.1	195.00	67.37	0.00	0.00	0.00
WBGene00007709	C25A1.8.1	960.00	826.16	26373.00	1271.79	1431.73
WBGene00007710	C25A1.9a.1,C25A1.9b.1	1314.98	1181.14	3720.00	125.48	141.26
WBGene00007711	C25A1.12a.1,C25A1.12b.1,C25A1.12c.1,C25A1.12d.1	1322.57	1188.72	2332.00	78.16	87.99
WBGene00007712	C25A1.13.1	663.00	529.16	976.00	73.48	82.72
WBGene00007713	C25A1.15.1	276.00	143.05	0.00	0.00	0.00
WBGene00007714	C25D7.1.1	569.00	435.16	3.00	0.27	0.31
WBGene00007715	C25D7.2	886.00	752.16	0.00	0.00	0.00
WBGene00007716	C25D7.4a.1,C25D7.4b.1	1179.64	1045.80	21.00	0.80	0.90
WBGene00007717	C25D7.5.1,C25D7.5.2	1340.42	1206.58	47.00	1.55	1.75
WBGene00007718	C25D7.8.1	1005.00	871.16	2715.00	124.16	139.78
WBGene00007719	C25D7.9.1	183.00	57.28	0.00	0.00	0.00
WBGene00007720	C25D7.10.1	801.00	667.16	556.00	33.20	37.38
WBGene00007721	C25D7.12	1598.00	1464.16	29.94	0.81	0.92
